"condition","score","score_result"
"Birth Control",-0.0545454545454545,"negative"
"Panic Disorder",0.0491803278688525,"positive"
"Emergency Contraception",-0.0645161290322581,"negative"
"Inflammatory Conditions",-0.0434782608695652,"negative"
"Ulcerative Colitis",0,"neutral"
"Coccidioidomycosis",-0.0857142857142857,"negative"
"Sexual Dysfunction, Ssri Induced",-0.0909090909090909,"negative"
"Back Pain",-0.0277777777777778,"negative"
"Bacterial Infection",-0.0615384615384615,"negative"
"Acne",0.230769230769231,"positive"
"Birth Control",0.0227272727272727,"positive"
"Depression",0.0147058823529412,"positive"
"Restless Legs Syndrome",-0.222222222222222,"negative"
"Birth Control",-0.238095238095238,"negative"
"Pain",0,"neutral"
"Endometriosis",0.032258064516129,"positive"
"Birth Control",-0.037037037037037,"negative"
"Inflammatory Bowel Disease",0.0238095238095238,"positive"
"Birth Control",-0.115942028985507,"negative"
"Acne",-0.03125,"negative"
"Bipolar Disorder",0.106060606060606,"positive"
"Gout, Acute",0.0769230769230769,"positive"
"Bowel Preparation",0.0625,"positive"
"Diabetes, Type 2",0.0784313725490196,"positive"
"Birth Control",0.0285714285714286,"positive"
"Bacterial Vaginitis",0.0731707317073171,"positive"
"Anxiety And Stress",-0.05,"negative"
"Birth Control",0.0263157894736842,"positive"
"Birth Control",0.0701754385964912,"positive"
"Acne",0.0588235294117647,"positive"
"Anxiety And Stress",0.134615384615385,"positive"
"Birth Control",0.183098591549296,"positive"
"Depression",0.0208333333333333,"positive"
"Bipolar Disorder",0.0666666666666667,"positive"
"Bowel Preparation",-0.111111111111111,"negative"
"Birth Control",0.0930232558139535,"positive"
"Adhd",-0.0983606557377049,"negative"
"Depression",0.282608695652174,"positive"
"Birth Control",-0.111111111111111,"negative"
"Multiple Sclerosis",0.117647058823529,"positive"
"Diabetes, Type 2",0.0869565217391304,"positive"
"Bipolar Disorder",0.191489361702128,"positive"
"Pain",0,"neutral"
"Crohn's Disease, Maintenance",0.0892857142857143,"positive"
"Acne",0.0454545454545455,"positive"
"Diabetes, Type 2",0.072463768115942,"positive"
"Bipolar Disorder",-0.138461538461538,"negative"
"Birth Control",0,"neutral"
"Not Listed Or Other",0,"neutral"
"Tendonitis",0,"neutral"
"Panic Disorder",-0.0869565217391304,"negative"
"Postmenopausal Symptoms",0.166666666666667,"positive"
"Abnormal Uterine Bleeding",0.0212765957446809,"positive"
"Influenza",-0.0487804878048781,"negative"
"Opiate Withdrawal",-0.025,"negative"
"Bipolar Disorder",0.0317460317460317,"positive"
"Actinic Keratosis",0.115942028985507,"positive"
"Birth Control",-0.125,"negative"
"Depression",-0.119047619047619,"negative"
"Anxiety",0.0545454545454545,"positive"
"Pain",0.0769230769230769,"positive"
"Insomnia",-0.03125,"negative"
"Birth Control",0.0735294117647059,"positive"
"Urinary Tract Infection",-0.147058823529412,"negative"
"Birth Control",0,"neutral"
"Birth Control",-0.0769230769230769,"negative"
"Allergic Rhinitis",0.0833333333333333,"positive"
"Endometriosis",-0.0555555555555556,"negative"
"Birth Control",0.1,"positive"
"Birth Control",0.0303030303030303,"positive"
"Dry Eye Disease",0.0545454545454545,"positive"
"High Blood Pressure",0.125,"positive"
"Atopic Dermatitis",0,"neutral"
"Smoking Cessation",0.0833333333333333,"positive"
"Pain",-0.285714285714286,"negative"
"Edema",-0.0769230769230769,"negative"
"Hirsutism",-0.0317460317460317,"negative"
"Bipolar Disorder",0.0363636363636364,"positive"
"Smoking Cessation",0.133333333333333,"positive"
"Acne",0.0806451612903226,"positive"
"Opiate Dependence",0.0967741935483871,"positive"
"Migraine Prevention",0.0447761194029851,"positive"
"Pain",0.0666666666666667,"positive"
"Opiate Dependence",0.136363636363636,"positive"
"Birth Control",-0.0571428571428571,"negative"
"Depression",-0.0526315789473684,"negative"
"Birth Control",0.0266666666666667,"positive"
"Benign Prostatic Hyperplasia",0.333333333333333,"positive"
"Obesity",-0.214285714285714,"negative"
"Birth Control",-0.0769230769230769,"negative"
"Bacterial Vaginitis",0.307692307692308,"positive"
"Generalized Anxiety Disorder",0.05,"positive"
"Depression",-0.226415094339623,"negative"
"Birth Control",0,"neutral"
"Birth Control",-0.15,"negative"
"Anxiety",-0.166666666666667,"negative"
"Obesity",0.111111111111111,"positive"
"Birth Control",-0.0333333333333333,"negative"
"Bipolar Disorder",0.117647058823529,"positive"
"Obesity",0.0857142857142857,"positive"
"Birth Control",0,"neutral"
"Depression",0.0555555555555556,"positive"
"Period Pain",-0.0476190476190476,"negative"
"Weight Loss",0.0625,"positive"
"Smoking Cessation",0.236363636363636,"positive"
"Anxiety",-0.0307692307692308,"negative"
"Birth Control",-0.108695652173913,"negative"
"Amenorrhea",0.0571428571428571,"positive"
"Birth Control",-0.0714285714285714,"negative"
"Multiple Sclerosis",-0.0298507462686567,"negative"
"Mance Anxiety",0.166666666666667,"positive"
"High Blood Pressure",-0.0454545454545455,"negative"
"Birth Control",0.228571428571429,"positive"
"Vaginal Yeast Infection",-0.147058823529412,"negative"
"Obesity",-0.0153846153846154,"negative"
"Multiple Sclerosis",0.116279069767442,"positive"
"Hypogonadism, Male",0.169230769230769,"positive"
"NA",-0.0416666666666667,"negative"
"Birth Control",-0.0338983050847458,"negative"
"Insomnia",0.0163934426229508,"positive"
"Weight Loss",0,"neutral"
"Depression",0.0701754385964912,"positive"
"Birth Control",-0.0645161290322581,"negative"
"Migraine Prevention",0,"neutral"
"Anxiety",0.03125,"positive"
"Rheumatoid Arthritis",0.0344827586206897,"positive"
"Birth Control",0.0294117647058824,"positive"
"Chronic Pain",0.04,"positive"
"Insomnia",-0.157894736842105,"negative"
"Diabetes, Type 2",0.0285714285714286,"positive"
"Pain",0.25,"positive"
"Bladder Infection",0.0769230769230769,"positive"
"Birth Control",0.032258064516129,"positive"
"Schizoaffective Disorder",-0.25,"negative"
"Obesity",0.112903225806452,"positive"
"Obesity",0.0689655172413793,"positive"
"Birth Control",0.0441176470588235,"positive"
"Iron Deficiency Anemia",-0.0727272727272727,"negative"
"Birth Control",0,"neutral"
"Birth Control",-0.0958904109589041,"negative"
"Birth Control",-0.114285714285714,"negative"
"Birth Control",0.0277777777777778,"positive"
"Inflammatory Conditions",0.0327868852459016,"positive"
"Opiate Dependence",0.0645161290322581,"positive"
"Rheumatoid Arthritis",-0.227272727272727,"negative"
"Erectile Dysfunction",0,"neutral"
"Gerd",0.333333333333333,"positive"
"Anxiety",0.0227272727272727,"positive"
"Migraine Prevention",0.024390243902439,"positive"
"Gerd",0.0161290322580645,"positive"
"Birth Control",0.05,"positive"
"NA",0.117647058823529,"positive"
"Hiv Infection",0.0606060606060606,"positive"
"Ovarian Cysts",-0.1,"negative"
"Deep Vein Thrombosis, Recurrent Event",0.0833333333333333,"positive"
"Agitation",-0.0735294117647059,"negative"
"Weight Loss",0.0666666666666667,"positive"
"Birth Control",0,"neutral"
"Fibromyalgia",-0.0188679245283019,"negative"
"Cough",0.112903225806452,"positive"
"Depression",0.172413793103448,"positive"
"NA",-0.032258064516129,"negative"
"Birth Control",0.032258064516129,"positive"
"Hyperhidrosis",0,"neutral"
"Pain",0.2,"positive"
"Depression",0.08,"positive"
"Insomnia",0.0625,"positive"
"Anxiety",-0.0961538461538462,"negative"
"Post Traumatic Stress Disorder",0.153846153846154,"positive"
"Upper Respiratory Tract Infection",-0.06,"negative"
"Bipolar Disorder",0.333333333333333,"positive"
"Cough",-0.133333333333333,"negative"
"Narcolepsy",1,"positive"
"Insomnia",0.133333333333333,"positive"
"Breast Cancer",0,"neutral"
"Anxiety",-0.0851063829787234,"negative"
"Depression",0.137931034482759,"positive"
"Birth Control",0.0810810810810811,"positive"
"Acne",0,"neutral"
"Gerd",-0.0277777777777778,"negative"
"Birth Control",0.0882352941176471,"positive"
"NA",0.0714285714285714,"positive"
"Inflammatory Conditions",-0.225806451612903,"negative"
"Birth Control",-0.0298507462686567,"negative"
"Hepatitis C",-0.0571428571428571,"negative"
"Osteoporosis",0.125,"positive"
"Anxiety",0.172413793103448,"positive"
"High Blood Pressure",-0.0810810810810811,"negative"
"NA",0.357142857142857,"positive"
"High Cholesterol",-0.2,"negative"
"Birth Control",0.0909090909090909,"positive"
"Crohn's Disease, Maintenance",0.133333333333333,"positive"
"Birth Control",-0.138461538461538,"negative"
"Birth Control",0.1,"positive"
"Benign Prostatic Hyperplasia",0.0833333333333333,"positive"
"Gerd",0.0769230769230769,"positive"
"Dry Eye Disease",0.0454545454545455,"positive"
"Muscle Spasm",-0.0625,"negative"
"Insomnia",0.307692307692308,"positive"
"High Cholesterol",0.0555555555555556,"positive"
"Migraine",0,"neutral"
"Pain",-0.015625,"negative"
"Birth Control",0.103448275862069,"positive"
"Birth Control",-0.0845070422535211,"negative"
"Obstructive Sleep Apnea/Hypopnea Syndrome",0.0909090909090909,"positive"
"Acne",0.192307692307692,"positive"
"Depression",0.104477611940299,"positive"
"Anxiety",-0.0303030303030303,"negative"
"Chronic Pain",-0.0655737704918033,"negative"
"Mance Anxiety",0.0735294117647059,"positive"
"NA",-0.25,"negative"
"Seasonal Allergic Conjunctivitis",0.0454545454545455,"positive"
"Acne",0.444444444444444,"positive"
"Weight Loss",0,"neutral"
"Anesthesia",0.263157894736842,"positive"
"Pain",0,"neutral"
"Obesity",-0.0416666666666667,"negative"
"High Blood Pressure",-0.2,"negative"
"Constipation",-0.108695652173913,"negative"
"Menstrual Disorders",0.159090909090909,"positive"
"Depression",0,"neutral"
"Dermatitis",0.285714285714286,"positive"
"Birth Control",0.0740740740740741,"positive"
"Birth Control",-0.0526315789473684,"negative"
"Major Depressive Disorder",0.0178571428571429,"positive"
"Acne",0,"neutral"
"Social Anxiety Disorder",-0.130434782608696,"negative"
"High Blood Pressure",0,"neutral"
"Acne",0.5,"positive"
"Adhd",0.125,"positive"
"Adhd",0.260869565217391,"positive"
"Rheumatoid Arthritis",0.181818181818182,"positive"
"Pulmonary Hypertension",-0.0625,"negative"
"Irritable Bowel Syndrome",0,"neutral"
"Peripheral Neuropathy",0.0222222222222222,"positive"
"Psoriasis",0.2,"positive"
"Birth Control",-0.135593220338983,"negative"
"Prevention Of Thromboembolism In Atrial Fibrillation",-0.0192307692307692,"negative"
"Birth Control",-0.0153846153846154,"negative"
"Fibromyalgia",-0.0909090909090909,"negative"
"High Cholesterol",0.0384615384615385,"positive"
"Osteoarthritis",-0.0615384615384615,"negative"
"Birth Control",-0.0461538461538462,"negative"
"Social Anxiety Disorder",0.5,"positive"
"Epilepsy",-0.125,"negative"
"Rheumatoid Arthritis",0,"neutral"
"Birth Control",-0.0175438596491228,"negative"
"Crohn's Disease, Maintenance",0.0615384615384615,"positive"
"Onychomycosis, Toenail",0.111111111111111,"positive"
"High Blood Pressure",-0.333333333333333,"negative"
"Birth Control",0,"neutral"
"Acne",0.0833333333333333,"positive"
"Lipodystrophy",-0.161290322580645,"negative"
"Smoking Cessation",0.0357142857142857,"positive"
"Hypersomnia",0.032258064516129,"positive"
"Adhd",0.0454545454545455,"positive"
"Depression",0,"neutral"
"Onychomycosis, Toenail",0.0547945205479452,"positive"
"Rheumatoid Arthritis",0.0833333333333333,"positive"
"Adhd",0.134328358208955,"positive"
"Anxiety",0.1,"positive"
"Emergency Contraception",0,"neutral"
"Hiv Infection",0,"neutral"
"Inflammatory Conditions",0.117647058823529,"positive"
"Depression",-0.0476190476190476,"negative"
"Adhd",0.0952380952380952,"positive"
"Abnormal Uterine Bleeding",-0.0153846153846154,"negative"
"Acne",0.125,"positive"
"Birth Control",-0.0338983050847458,"negative"
"Acne",-0.104166666666667,"negative"
"Major Depressive Disorder",-0.203125,"negative"
"Smoking Cessation",0.163265306122449,"positive"
"Bacterial Infection",-0.0487804878048781,"negative"
"Arrhythmia",0.0625,"positive"
"Erectile Dysfunction",0.222222222222222,"positive"
"Opiate Dependence",0.0476190476190476,"positive"
"Birth Control",0.0441176470588235,"positive"
"Bipolar Disorder",0.111111111111111,"positive"
"Panic Disorder",-0.0666666666666667,"negative"
"Abnormal Uterine Bleeding",0.04,"positive"
"Obesity",-0.0833333333333333,"negative"
"Depression",0.121212121212121,"positive"
"Rheumatoid Arthritis",-0.1,"negative"
"Pain",0.0222222222222222,"positive"
"Hepatitis C",0.266666666666667,"positive"
"Opiate Dependence",0.0638297872340425,"positive"
"Opiate Withdrawal",0.0645161290322581,"positive"
"Muscle Spasm",0.0408163265306122,"positive"
"Birth Control",-0.0294117647058824,"negative"
"Bipolar Disorder",-0.032258064516129,"negative"
"Underactive Thyroid",0.227272727272727,"positive"
"Pruritus",0.0454545454545455,"positive"
"Bacterial Infection",-0.0769230769230769,"negative"
"Acne",0.0833333333333333,"positive"
"Acne",0.137931034482759,"positive"
"Birth Control",-0.0967741935483871,"negative"
"Migraine Prevention",0.0625,"positive"
"Insomnia",0.1,"positive"
"Birth Control",0.151515151515152,"positive"
"Hepatitis C",0,"neutral"
"Bacterial Infection",0,"neutral"
"Depression",0.0535714285714286,"positive"
"Back Pain",0.0666666666666667,"positive"
"Fibromyalgia",-0.0465116279069767,"negative"
"Birth Control",-0.0338983050847458,"negative"
"Acne",0.142857142857143,"positive"
"Birth Control",0,"neutral"
"Multiple Sclerosis",0.0555555555555556,"positive"
"Major Depressive Disorder",0.204081632653061,"positive"
"Menstrual Disorders",0.166666666666667,"positive"
"Birth Control",0.0769230769230769,"positive"
"Birth Control",-0.0681818181818182,"negative"
"Bacterial Infection",-0.0526315789473684,"negative"
"Weight Loss",0.103448275862069,"positive"
"Depression",0.25,"positive"
"Bronchitis",-0.375,"negative"
"Birth Control",-0.0566037735849057,"negative"
"Birth Control",-0.0555555555555556,"negative"
"Insomnia",0.127272727272727,"positive"
"Chronic Pain",-0.0526315789473684,"negative"
"Pain",0.195121951219512,"positive"
"Fibromyalgia",0,"neutral"
"Copd",0.25,"positive"
"Birth Control",0.15625,"positive"
"Diarrhea, Chronic",0.714285714285714,"positive"
"Generalized Anxiety Disorder",0.230769230769231,"positive"
"Constipation",-0.2,"negative"
"Birth Control",0.0476190476190476,"positive"
"Acne",0.0972222222222222,"positive"
"Narcolepsy",0.181818181818182,"positive"
"Gastrointestinal Hemorrhage",-0.0833333333333333,"negative"
"Adhd",0.230769230769231,"positive"
"Crohn's Disease, Acute",0.333333333333333,"positive"
"Pain",-0.0298507462686567,"negative"
"Anxiety And Stress",0.101449275362319,"positive"
"NA",-0.114285714285714,"negative"
"Thrombocythemia",-0.0714285714285714,"negative"
"Migraine Prevention",0.0227272727272727,"positive"
"Atrophic Vaginitis",-0.0625,"negative"
"Anxiety",0.142857142857143,"positive"
"Depression",0.0217391304347826,"positive"
"Insomnia",0.105263157894737,"positive"
"Depression",0.0980392156862745,"positive"
"Plaque Psoriasis",0.153846153846154,"positive"
"Birth Control",0.0175438596491228,"positive"
"Birth Control",-0.0147058823529412,"negative"
"Vaginal Yeast Infection",-0.101449275362319,"negative"
"Depression",1,"positive"
"Bowel Preparation",0.0735294117647059,"positive"
"Obesity",0,"neutral"
"Acne",0.028169014084507,"positive"
"Abnormal Uterine Bleeding",-0.0285714285714286,"negative"
"Generalized Anxiety Disorder",0.186440677966102,"positive"
"Anxiety And Stress",0.0869565217391304,"positive"
"Birth Control",0.0784313725490196,"positive"
"Diabetes, Type 2",-0.0833333333333333,"negative"
"Birth Control",-0.105263157894737,"negative"
"Birth Control",-0.0416666666666667,"negative"
"Depression",-0.159090909090909,"negative"
"Insomnia",0.121212121212121,"positive"
"Weight Loss",0.0147058823529412,"positive"
"Hypogonadism, Male",0.0208333333333333,"positive"
"Erectile Dysfunction",0.148936170212766,"positive"
"Bowel Preparation",0.206896551724138,"positive"
"Birth Control",0.0555555555555556,"positive"
"Crohn's Disease",-0.0634920634920635,"negative"
"Smoking Cessation",0.333333333333333,"positive"
"Onychomycosis, Toenail",0.222222222222222,"positive"
"Back Pain",0,"neutral"
"Light Sedation",0.142857142857143,"positive"
"Parkinson's Disease",-0.1875,"negative"
"Systemic Lupus Erythematosus",0.0909090909090909,"positive"
"Vaginal Yeast Infection",0.08,"positive"
"Abnormal Uterine Bleeding",-0.148148148148148,"negative"
"Rheumatoid Arthritis",0.217391304347826,"positive"
"Depression",1,"positive"
"Pain",-0.166666666666667,"negative"
"Pneumonia",-0.0476190476190476,"negative"
"Depression",-0.105263157894737,"negative"
"Birth Control",-0.1,"negative"
"Birth Control",-0.0298507462686567,"negative"
"Melasma",0.185185185185185,"positive"
"Hyperhidrosis",0.25,"positive"
"Urticaria",0.111111111111111,"positive"
"Bipolar Disorder",0.0454545454545455,"positive"
"Birth Control",0.12962962962963,"positive"
"Erectile Dysfunction",0.0909090909090909,"positive"
"Bipolar Disorder",0.166666666666667,"positive"
"Irritable Bowel Syndrome",0.0256410256410256,"positive"
"Birth Control",0.0163934426229508,"positive"
"Birth Control",0,"neutral"
"Anxiety And Stress",0,"neutral"
"Depression",0.0196078431372549,"positive"
"Obesity",0.0975609756097561,"positive"
"Opiate Dependence",0.0169491525423729,"positive"
"Depression",0.0227272727272727,"positive"
"Constipation, Chronic",0.101694915254237,"positive"
"Depression",-0.0952380952380952,"negative"
"Rhinitis",0.05,"positive"
"Sinusitis",-0.166666666666667,"negative"
"Birth Control",0.0857142857142857,"positive"
"Birth Control",-0.0816326530612245,"negative"
"Erectile Dysfunction",0.0163934426229508,"positive"
"Hypogonadism, Male",0.126984126984127,"positive"
"Cough And Nasal Congestion",-0.0303030303030303,"negative"
"Adhd",-0.0666666666666667,"negative"
"Birth Control",0.0422535211267606,"positive"
"Insomnia",0.0714285714285714,"positive"
"Pain",0.2,"positive"
"Not Listed Or Other",-0.142857142857143,"negative"
"Depression",0.13953488372093,"positive"
"Abnormal Uterine Bleeding",-0.0487804878048781,"negative"
"Pain",0.266666666666667,"positive"
"Restless Legs Syndrome",-0.104477611940299,"negative"
"Birth Control",0.108695652173913,"positive"
"Bipolar Disorder",0.0185185185185185,"positive"
"Onychomycosis, Toenail",-0.333333333333333,"negative"
"Vaginal Yeast Infection",0.0909090909090909,"positive"
"Acne",0.333333333333333,"positive"
"Systemic Lupus Erythematosus",-0.0576923076923077,"negative"
"Pain",-0.5,"negative"
"Neuropathic Pain",-0.1,"negative"
"Birth Control",-0.151515151515152,"negative"
"Birth Control",-0.0476190476190476,"negative"
"Birth Control",0.0169491525423729,"positive"
"Depression",-0.0307692307692308,"negative"
"Nausea/Vomiting",0.0227272727272727,"positive"
"Insomnia",0.116666666666667,"positive"
"Bacterial Skin Infection",-0.305555555555556,"negative"
"Plaque Psoriasis",0.208333333333333,"positive"
"Weight Loss",0.112903225806452,"positive"
"Muscle Spasm",-0.111111111111111,"negative"
"Bipolar Disorder",0.117647058823529,"positive"
"Diarrhea",0.0487804878048781,"positive"
"Diabetes, Type 2",0.1875,"positive"
"Anxiety",0.159090909090909,"positive"
"Irritable Bowel Syndrome",0,"neutral"
"Rosacea",0.181818181818182,"positive"
"Obesity",-0.08,"negative"
"Bronchitis",0.0689655172413793,"positive"
"Anxiety",0.0784313725490196,"positive"
"High Blood Pressure",0.130434782608696,"positive"
"Depression",0.0819672131147541,"positive"
"Depression",0.0606060606060606,"positive"
"Birth Control",0.154929577464789,"positive"
"Pain",0.04,"positive"
"Birth Control",-0.0232558139534884,"negative"
"NA",0.126984126984127,"positive"
"Birth Control",-0.0172413793103448,"negative"
"Depression",0.04,"positive"
"Mance Anxiety",-0.0425531914893617,"negative"
"Generalized Anxiety Disorder",-0.0810810810810811,"negative"
"High Blood Pressure",0.307692307692308,"positive"
"Sciatica",-0.0408163265306122,"negative"
"Bipolar Disorder",-0.0487804878048781,"negative"
"Alcohol Dependence",0.109375,"positive"
"Migraine",0.0588235294117647,"positive"
"Osteoporosis",-0.0576923076923077,"negative"
"Menstrual Disorders",0.0303030303030303,"positive"
"Acne",0.0769230769230769,"positive"
"Erectile Dysfunction",0.272727272727273,"positive"
"Weight Loss",0.0408163265306122,"positive"
"Depression",0.0769230769230769,"positive"
"Copd",-0.0833333333333333,"negative"
"Cold Sores",0.0161290322580645,"positive"
"Smoking Cessation",0.0689655172413793,"positive"
"High Blood Pressure",0.0625,"positive"
"Rheumatoid Arthritis",0,"neutral"
"Migraine",0,"neutral"
"Depression",0.0625,"positive"
"Acne",0.137931034482759,"positive"
"Rosacea",0.32,"positive"
"Birth Control",0.05,"positive"
"Birth Control",0,"neutral"
"Borderline Personality Disorder",0.133333333333333,"positive"
"Constipation, Chronic",-0.112676056338028,"negative"
"Adhd",0,"neutral"
"Insomnia",0.2,"positive"
"Insomnia",0.0545454545454545,"positive"
"Anxiety",0.296296296296296,"positive"
"Vaginal Yeast Infection",-0.411764705882353,"negative"
"Alcohol Dependence",0.19047619047619,"positive"
"Anesthesia",0.1,"positive"
"Insomnia",0.125,"positive"
"Acne",0.25,"positive"
"NA",-0.0512820512820513,"negative"
"Migraine",-0.0909090909090909,"negative"
"Birth Control",-0.208333333333333,"negative"
"Pain",-0.0714285714285714,"negative"
"Migraine Prevention",-0.03125,"negative"
"Birth Control",0.0845070422535211,"positive"
"Birth Control",0.0273972602739726,"positive"
"Birth Control",-0.0526315789473684,"negative"
"Birth Control",0,"neutral"
"Irritable Bowel Syndrome",-0.0612244897959184,"negative"
"Depression",0.0945945945945946,"positive"
"Nausea/Vomiting",-0.0555555555555556,"negative"
"Sinusitis",0.111111111111111,"positive"
"Systemic Lupus Erythematosus",0,"neutral"
"Migraine",0,"neutral"
"Urinary Tract Infection",-0.233766233766234,"negative"
"Pulmonary Embolism",0.08,"positive"
"Adhd",0.666666666666667,"positive"
"Migraine",0,"neutral"
"Constipation",-0.038961038961039,"negative"
"Cough",0.0769230769230769,"positive"
"Pain",0,"neutral"
"Erectile Dysfunction",0.5,"positive"
"Pain",0.0303030303030303,"positive"
"Birth Control",0.0512820512820513,"positive"
"Sexual Dysfunction, Ssri Induced",0.222222222222222,"positive"
"Major Depressive Disorder",-0.0545454545454545,"negative"
"Depression",0.169811320754717,"positive"
"Birth Control",0.125,"positive"
"Neuropathic Pain",-0.4,"negative"
"Birth Control",-0.0588235294117647,"negative"
"Weight Loss",0.363636363636364,"positive"
"Anxiety",-0.0666666666666667,"negative"
"Constipation",-0.111111111111111,"negative"
"Birth Control",0.156862745098039,"positive"
"Urticaria",-0.0465116279069767,"negative"
"Insomnia",0,"neutral"
"Emergency Contraception",0.145454545454545,"positive"
"Smoking Cessation",0.0847457627118644,"positive"
"Insomnia",0.0909090909090909,"positive"
"Birth Control",-0.05,"negative"
"Weight Loss",0,"neutral"
"Insomnia",0.140350877192982,"positive"
"Birth Control",0.0847457627118644,"positive"
"Birth Control",-0.0645161290322581,"negative"
"Emergency Contraception",0.0652173913043478,"positive"
"Adhd",-0.0147058823529412,"negative"
"Depression",0.0277777777777778,"positive"
"Opiate Dependence",-0.0317460317460317,"negative"
"Onychomycosis, Toenail",-0.1875,"negative"
"Birth Control",0.0476190476190476,"positive"
"Adhd",0.666666666666667,"positive"
"Smoking Cessation",0.114285714285714,"positive"
"Birth Control",0,"neutral"
"Osteoporosis",-0.0784313725490196,"negative"
"Insomnia",0.333333333333333,"positive"
"Panic Disorder",-0.024390243902439,"negative"
"Insomnia",1,"positive"
"Abnormal Uterine Bleeding",0.075,"positive"
"Birth Control",0.0847457627118644,"positive"
"Major Depressive Disorder",0.0923076923076923,"positive"
"Major Depressive Disorder",-0.0714285714285714,"negative"
"Anxiety",0.6,"positive"
"Polycystic Ovary Syndrome",-0.0508474576271186,"negative"
"Migraine Prevention",-0.027027027027027,"negative"
"Obsessive Compulsive Disorder",0.1,"positive"
"Bronchitis",-0.222222222222222,"negative"
"Birth Control",-0.103448275862069,"negative"
"Birth Control",-0.0217391304347826,"negative"
"Bladder Infection",0,"neutral"
"Birth Control",-0.8,"negative"
"Diabetes, Type 2",0.0975609756097561,"positive"
"Birth Control",-0.176470588235294,"negative"
"Cough",0.037037037037037,"positive"
"Adhd",0.125,"positive"
"Schizoaffective Disorder",-0.125,"negative"
"Vaginal Yeast Infection",-0.125,"negative"
"NA",0.0307692307692308,"positive"
"Birth Control",-0.228571428571429,"negative"
"Pain",0.0465116279069767,"positive"
"Birth Control",0.0714285714285714,"positive"
"High Cholesterol",0.025,"positive"
"Panic Disorder",-0.333333333333333,"negative"
"High Blood Pressure",-0.0357142857142857,"negative"
"Acne",0.135135135135135,"positive"
"Cough",0,"neutral"
"Hypokalemic Periodic Paralysis",0.0222222222222222,"positive"
"Anxiety",0.0588235294117647,"positive"
"Cough",0.666666666666667,"positive"
"Birth Control",0.111111111111111,"positive"
"Birth Control",0.173913043478261,"positive"
"Urinary Tract Infection",0.142857142857143,"positive"
"Tendonitis",0.0588235294117647,"positive"
"Pain",0.0166666666666667,"positive"
"Bacterial Infection",-0.0447761194029851,"negative"
"Depression",0.166666666666667,"positive"
"Smoking Cessation",0.117647058823529,"positive"
"Muscle Spasm",0.0806451612903226,"positive"
"Vaginal Yeast Infection",-0.0307692307692308,"negative"
"Atrophic Vaginitis",0.179487179487179,"positive"
"Chlamydia Infection",0.0697674418604651,"positive"
"Hepatitis C",0,"neutral"
"Adhd",0.0571428571428571,"positive"
"Bacterial Skin Infection",-0.05,"negative"
"Pain",0.285714285714286,"positive"
"Birth Control",-0.0555555555555556,"negative"
"Pain",0.0588235294117647,"positive"
"Gastroenteritis",-0.0909090909090909,"negative"
"Constipation, Chronic",0.333333333333333,"positive"
"Abnormal Uterine Bleeding",-0.0704225352112676,"negative"
"Psoriatic Arthritis",-0.125,"negative"
"Birth Control",0.216666666666667,"positive"
"Irritable Bowel Syndrome",0,"neutral"
"Abnormal Uterine Bleeding",-0.137931034482759,"negative"
"Birth Control",0.142857142857143,"positive"
"Muscle Spasm",0,"neutral"
"Birth Control",0.028169014084507,"positive"
"Obesity",0.0121951219512195,"positive"
"Rheumatoid Arthritis",-0.0816326530612245,"negative"
"Hiv Infection",0,"neutral"
"Gout",-0.08,"negative"
"Acne",0.105263157894737,"positive"
"Nausea/Vomiting",-0.102941176470588,"negative"
"Anxiety",0.0666666666666667,"positive"
"Bowel Preparation",0.0555555555555556,"positive"
"Insomnia",0.0731707317073171,"positive"
"Bladder Infection",0.163265306122449,"positive"
"Obesity",0.0754716981132075,"positive"
"Birth Control",-0.0169491525423729,"negative"
"Pain",0.1,"positive"
"Bowel Preparation",0.03125,"positive"
"Depression",-0.0363636363636364,"negative"
"Insomnia",-0.105263157894737,"negative"
"Hyperhidrosis",0.161290322580645,"positive"
"Weight Loss",0.375,"positive"
"Seizures",-0.148148148148148,"negative"
"Skin And Structure Infection",-0.04,"negative"
"Abnormal Uterine Bleeding",-0.0952380952380952,"negative"
"Panic Disorder",-0.0882352941176471,"negative"
"Diabetes, Type 2",-0.0441176470588235,"negative"
"Insomnia",0.283582089552239,"positive"
"Endometriosis",-0.0923076923076923,"negative"
"Anxiety",0.181818181818182,"positive"
"Constipation",-0.0588235294117647,"negative"
"Pain",-0.1,"negative"
"Pain",1,"positive"
"Chronic Idiopathic Constipation",0.12,"positive"
"Constipation, Chronic",0.0425531914893617,"positive"
"Anxiety",-0.0754716981132075,"negative"
"Bacterial Infection",-0.19047619047619,"negative"
"Irritable Bowel Syndrome",-0.0666666666666667,"negative"
"Post Traumatic Stress Disorder",-0.0416666666666667,"negative"
"Birth Control",-0.0465116279069767,"negative"
"Cold Symptoms",0,"neutral"
"Diabetes, Type 2",-0.0222222222222222,"negative"
"Restless Legs Syndrome",0.0408163265306122,"positive"
"Asthma, Maintenance",-0.0394736842105263,"negative"
"Birth Control",0.0757575757575758,"positive"
"NA",-0.3125,"negative"
"Anxiety",0,"neutral"
"Birth Control",-0.0606060606060606,"negative"
"Migraine Prevention",-0.0655737704918033,"negative"
"Not Listed Or Other",1,"positive"
"Pulmonary Embolism, First Event",0.2,"positive"
